FECHA;T. Máxima;T.Mínima
18/12/2023;11.0;1.3
19/12/2023;10.9;1.1
20/12/2023;11.9;1.8
21/12/2023;11.6;2.2
22/12/2023;13.1;2.2
23/12/2023;12.6;2.5
24/12/2023;10.8;1.9
25/12/2023;9.7;0.7
26/12/2023;8.3;0.4
27/12/2023;9.3;-0.2
28/12/2023;7.1;0.9
29/12/2023;8.5;3.7
30/12/2023;10.7;1.8
31/12/2023;9.4;5.0
01/01/2024;9.4;3.8
02/01/2024;8.2;2.8
03/01/2024;12.1;8.1
04/01/2024;10.6;8.2
05/01/2024;8.6;4.6
06/01/2024;9.6;3.6
07/01/2024;9.3;1.8
08/01/2024;6.2;-0.8
09/01/2024;7.2;4.1
10/01/2024;8.0;4.7
11/01/2024;7.6;2.3
12/01/2024;6.9;-0.4
13/01/2024;9.0;2.2
14/01/2024;8.6;5.8
15/01/2024;13.3;8.4
16/01/2024;13.7;11.1
17/01/2024;12.3;10.0
18/01/2024;14.3;10.0
19/01/2024;10.8;3.6
20/01/2024;9.9;2.7
21/01/2024;11.0;4.0
22/01/2024;10.6;3.1
23/01/2024;14.9;4.4
24/01/2024;17.5;5.9
25/01/2024;17.3;5.9
26/01/2024;18.8;5.9
27/01/2024;18.0;9.6
28/01/2024;16.3;8.0
29/01/2024;14.9;7.7
30/01/2024;13.0;5.9
31/01/2024;10.5;4.7
01/02/2024;16.8;4.6
02/02/2024;14.8;5.2
03/02/2024;15.2;5.9
04/02/2024;16.6;4.6
05/02/2024;14.9;4.6
06/02/2024;13.7;5.9
07/02/2024;;
08/02/2024;12.6;8.5
09/02/2024;11.7;7.9
10/02/2024;11.3;5.3
11/02/2024;8.3;4.3
12/02/2024;15.7;6.0
13/02/2024;16.0;10.1
14/02/2024;17.3;11.1
15/02/2024;14.0;10.4
16/02/2024;15.1;8.3
17/02/2024;16.8;4.8
18/02/2024;17.4;5.5
19/02/2024;18.5;7.5
20/02/2024;18.8;5.7
21/02/2024;15.3;6.1
22/02/2024;12.6;7.7
23/02/2024;9.6;4.1
24/02/2024;10.3;3.4
25/02/2024;13.7;6.1
26/02/2024;11.5;6.1
27/02/2024;11.7;4.0
28/02/2024;14.1;2.2
29/02/2024;14.0;2.6
01/03/2024;13.2;3.2
02/03/2024;8.7;2.3
03/03/2024;10.1;2.5
04/03/2024;13.1;6.1
05/03/2024;13.7;5.3
06/03/2024;;
07/03/2024;;
08/03/2024;10.8;4.4
09/03/2024;8.8;4.4
10/03/2024;12.7;4.6
11/03/2024;13.9;6.1
12/03/2024;16.5;4.6
13/03/2024;18.6;6.1
14/03/2024;16.9;6.9
15/03/2024;17.9;6.3
16/03/2024;19.2;8.9
17/03/2024;21.0;10.9
18/03/2024;21.2;10.6
19/03/2024;23.5;12.5
20/03/2024;23.5;13.0
21/03/2024;24.4;13.4
22/03/2024;25.5;13.7
23/03/2024;24.4;12.9
24/03/2024;22.2;12.5
25/03/2024;14.9;9.0
26/03/2024;10.6;3.7
27/03/2024;13.8;4.2
28/03/2024;16.8;6.8
29/03/2024;10.9;4.9
30/03/2024;12.2;5.0
31/03/2024;11.3;5.0
01/04/2024;13.7;4.4
02/04/2024;13.8;5.2
03/04/2024;18.0;9.3
04/04/2024;20.7;8.0
05/04/2024;22.7;10.8
06/04/2024;23.6;13.4
07/04/2024;21.9;14.3
08/04/2024;17.6;7.8
09/04/2024;16.4;5.1
10/04/2024;20.7;6.9
11/04/2024;26.5;9.9
12/04/2024;24.8;11.1
13/04/2024;27.1;12.8
14/04/2024;27.0;13.7
15/04/2024;29.2;13.7
16/04/2024;26.2;12.4
17/04/2024;22.0;8.7
18/04/2024;22.5;8.8
19/04/2024;21.5;7.3
20/04/2024;24.6;10.9
21/04/2024;23.4;10.1
22/04/2024;19.1;7.1
23/04/2024;18.3;3.8
24/04/2024;19.0;4.8
25/04/2024;18.4;8.8
26/04/2024;16.4;9.4
27/04/2024;14.9;7.5
28/04/2024;16.8;5.5
29/04/2024;;
30/04/2024;;
01/05/2024;15.0;6.1
02/05/2024;15.8;5.7
03/05/2024;19.3;5.8
04/05/2024;23.5;9.4
05/05/2024;18.9;12.5
06/05/2024;19.3;11.2
07/05/2024;22.4;9.4
08/05/2024;24.7;10.0
09/05/2024;26.6;13.0
10/05/2024;29.2;14.8
11/05/2024;29.3;15.3
12/05/2024;28.0;15.8
13/05/2024;27.9;15.0
14/05/2024;18.9;10.9
15/05/2024;18.6;10.0
16/05/2024;18.1;9.2
17/05/2024;19.4;11.3
18/05/2024;22.5;10.1
19/05/2024;22.7;11.5
20/05/2024;20.7;10.0
21/05/2024;20.0;11.4
22/05/2024;21.9;11.4
23/05/2024;25.4;11.6
24/05/2024;27.6;12.5
25/05/2024;29.2;13.8
26/05/2024;29.6;13.8
27/05/2024;30.3;16.2
28/05/2024;30.4;16.5
29/05/2024;33.5;19.1
30/05/2024;34.4;19.9
31/05/2024;30.5;15.1
01/06/2024;27.5;12.2
02/06/2024;28.2;12.3
03/06/2024;29.5;15.7
04/06/2024;31.6;17.2
05/06/2024;33.6;19.4
06/06/2024;35.3;19.9
07/06/2024;33.1;20.5
08/06/2024;23.7;16.6
09/06/2024;24.4;15.7
10/06/2024;19.4;13.5
11/06/2024;25.6;12.1
12/06/2024;25.3;13.2
13/06/2024;28.5;12.6
14/06/2024;30.7;15.3
15/06/2024;29.5;16.4
16/06/2024;30.5;15.5
17/06/2024;30.7;15.8
18/06/2024;26.2;15.0
19/06/2024;24.5;14.0
20/06/2024;21.7;13.1
21/06/2024;27.8;13.0
22/06/2024;31.2;16.3
23/06/2024;30.8;17.4
24/06/2024;31.6;18.3
25/06/2024;34.4;20.3
26/06/2024;30.4;21.9
27/06/2024;33.1;20.7
28/06/2024;27.9;17.2
29/06/2024;24.5;16.3
30/06/2024;26.0;17.7
01/07/2024;30.0;18.2
02/07/2024;31.6;16.0
03/07/2024;33.8;17.2
04/07/2024;36.9;21.2
05/07/2024;37.3;22.3
06/07/2024;33.5;20.3
07/07/2024;31.8;17.6
08/07/2024;33.0;18.0
09/07/2024;32.7;19.7
10/07/2024;33.9;19.9
11/07/2024;36.7;21.0
12/07/2024;33.2;19.6
13/07/2024;34.1;19.1
14/07/2024;33.3;19.2
15/07/2024;31.0;20.8
16/07/2024;32.4;18.2
17/07/2024;36.6;20.2
18/07/2024;35.7;21.7
19/07/2024;38.0;21.4
20/07/2024;36.9;21.0
21/07/2024;32.5;19.7
22/07/2024;34.9;18.5
23/07/2024;38.3;22.1
24/07/2024;39.9;25.5
25/07/2024;39.7;25.6
26/07/2024;37.0;25.0
27/07/2024;37.8;24.7
28/07/2024;38.7;25.3
29/07/2024;35.0;25.5
30/07/2024;38.8;25.3
31/07/2024;37.3;23.2
01/08/2024;38.4;22.4
02/08/2024;33.0;21.9
03/08/2024;35.6;21.3
04/08/2024;36.9;23.6
05/08/2024;38.2;24.5
06/08/2024;38.0;22.8
07/08/2024;37.5;24.2
08/08/2024;37.9;24.5
09/08/2024;39.1;25.3
10/08/2024;38.7;25.7
11/08/2024;37.9;25.2
12/08/2024;37.3;24.3
13/08/2024;31.6;22.9
14/08/2024;30.5;20.0
15/08/2024;30.5;15.8
16/08/2024;33.4;19.4
17/08/2024;34.6;21.2
18/08/2024;34.3;22.6
19/08/2024;34.7;20.1
20/08/2024;36.4;20.8
21/08/2024;36.4;21.1
22/08/2024;36.7;23.6
23/08/2024;37.0;21.0
24/08/2024;35.0;23.3
25/08/2024;34.5;19.6
26/08/2024;33.1;22.3
27/08/2024;35.5;22.4
28/08/2024;36.7;21.9
29/08/2024;28.1;19.4
30/08/2024;31.1;20.2
31/08/2024;27.6;18.7
